feature	partner	sample_name	feature_match	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
PACS1	CCS	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
PTCH1	FANCC	ACH-000847	0	0	0	0	0		0	0	1	1	1	1
RUFY4	CNOT9	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
SLC2A5	RERE	ACH-000847	0	0	0	0	0		0	0	0	1	0	1
SPECC1L	MAPT	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
TAF2	ZHX1	ACH-000847	0	0	0	0	0		0	0	0	1	0	1
TNFAIP8	HSD17B4	ACH-000847	0	0	0	0	0		0	0	0	1	0	1
XPC	SMCHD1	ACH-000847	0	0	0	0	0		0	0	1	1	0	1
AANAT	TBCD	ACH-001089	0	0	0	0	0		0	0	0	1	0	1
C16orf87	GRB2	ACH-001089	0	0	0	0	0		0	0	0	1	0	0
ERC1	WNK1	ACH-001089	0	0	0	0	0		0	0	1	1	0	0
GAB2	NARS2	ACH-001089	0	0	0	0	0		0	0	0	1	0	1
IKBIP	ANKS1B	ACH-001089	0	0	0	0	0		0	0	0	1	0	0
LLGL2	SNHG16	ACH-001089	0	0	0	0	0		0	0	0	1	0	1
RNF157-AS1	WWP2	ACH-001089	0	0	0	0	0		0	0	0	0	0	0
SEPT9	OGFOD3	ACH-001089	0	0	0	0	0		0	0	1	1	0	0
UHRF1BP1L	ANKS1B	ACH-001089	0	0	0	0	0		0	0	0	1	0	0
VAC14	KATNB1	ACH-001089	0	0	0	0	0		0	0	0	1	0	0
AHRR	EXOC3	ACH-001090	0	0	0	0	0		0	0	0	1	0	0
CTDSPL	ITGA9	ACH-001090	0	0	0	0	0		0	0	0	1	0	1
FRAS1	ARHGEF2	ACH-001090	0	0	0	0	0		0	0	0	1	0	1
GALNTL6	LPP	ACH-001090	0	0	0	0	0		0	0	0	1	0	0
PI4KA	BCR	ACH-001090	0	0	0	0	0		0	0	0	1	0	0
RELB	PEPD	ACH-001090	0	0	0	0	0		0	0	0	1	0	1
SLC2A5	SPSB1	ACH-001090	0	0	0	0	0		0	0	0	1	0	1
SLC38A2	GNS	ACH-001090	0	0	0	0	0		0	0	0	1	0	1
SMIM14	RELB	ACH-001090	0	0	0	0	0		0	0	0	0	0	0
TMEM203	SAPCD2	ACH-001090	0	0	0	0	0		0	0	0	1	0	0
ATXN10	GRAMD4	ACH-000861	0	0	0	0	0		0	0	0	1	0	0
IQGAP3	MEF2D	ACH-000861	0	0	0	0	0		0	0	0	1	0	0
TEF	ENOSF1	ACH-000861	0	0	0	0	0		0	0	0	1	0	1
TECTB	VTI1A	ACH-000270	0	0	0	0	0		0	0	0	1	0	0
LINC00635	RAB43	ACH-000094	0	0	0	0	0		0	0	0	0	0	0
MTMR14	IL17RC	ACH-000094	0	0	0	0	0		0	0	0	1	0	0
PPP1R9A	ZNF3	ACH-000094	0	0	0	0	0		0	0	0	1	0	0
SAMD12	NSF	ACH-000094	0	0	0	0	0		0	0	0	1	0	0
TRNP1	CLIC4	ACH-000094	0	0	0	0	0		0	0	0	1	0	0
CNTN5	ITGAV	ACH-000148	0	0	0	0	0		0	0	0	1	0	1
TPM4	FAM32A	ACH-000148	0	0	0	0	0		0	0	1	1	0	1
AK9	HDAC2	ACH-000067	0	0	0	0	0		0	0	0	0	0	0
NCKAP1	DCAF8	ACH-000067	0	0	0	0	0		0	0	0	1	0	0
CELF4	PSMB2	ACH-000616	0	0	0	0	0		0	0	0	1	0	1
GOLGA4	XYLB	ACH-000616	0	0	0	0	0		0	0	0	1	0	1
GPC5	GPC6	ACH-000616	0	0	0	0	0		0	0	1	1	0	1
ITGA9	BIRC6	ACH-000616	0	0	0	0	0		0	0	0	1	0	1
NRCAM	CLASP1	ACH-000616	0	0	0	0	0		0	0	0	1	0	1
PLA2G1B	PXN	ACH-000616	0	0	0	0	0		0	0	0	1	0	0
SIMC1	ZFP62	ACH-000616	0	0	0	0	0		0	0	0	1	0	0
SYK	CHST11	ACH-000616	0	0	0	0	0		0	1	1	1	0	1
TMEM39B	EPHB2	ACH-000616	0	0	0	0	0		0	0	0	1	0	0
UROC1	SLC30A7	ACH-000616	0	0	0	0	0		0	0	0	1	0	0
ZMYM4	ZBTB40	ACH-000616	0	0	0	0	0		0	0	0	1	0	1
BBC3	SAE1	ACH-000472	0	0	0	0	0		0	0	0	1	0	1
C17orf64	BCAS3	ACH-000472	0	0	0	0	0		0	0	0	1	0	0
PREX1	ABL2	ACH-000472	0	0	0	0	0		0	0	0	1	0	1
CAV1	TES	ACH-000778	0	0	0	0	0		0	0	0	1	1	1
KIF6	MIRLET7BHG	ACH-000778	0	0	0	0	0		0	0	0	1	0	0
MACROD1	AMOTL1	ACH-000778	0	0	0	0	0		0	0	0	1	0	0
MAPKAPK5	C11orf80	ACH-000778	0	0	0	0	0		0	0	0	1	0	0
S1PR2	LAMA3	ACH-000778	0	0	0	0	0		0	0	0	1	0	1
C14orf39	FBXO34	ACH-000546	0	0	0	0	0		0	0	0	1	0	0
AGR3	AGR2	ACH-000986	0	0	0	0	0		0	0	0	1	0	1
CASC3	WIPF2	ACH-000986	0	0	0	0	0		0	0	0	1	0	0
CASC8	CASC19	ACH-000986	0	0	0	0	0		0	0	0	0	0	0
CCDC192	SLC12A2	ACH-000986	0	0	0	0	0		0	0	0	0	0	0
CTTNBP2	CFTR	ACH-000986	0	0	0	0	0		0	0	0	1	0	0
FAM234B	CREBL2	ACH-000986	0	0	0	0	0		0	0	0	0	0	0
LINC00243	FLOT1	ACH-000986	0	0	0	0	0		0	0	0	0	0	0
LINC01184	FCHSD2	ACH-000986	0	0	0	0	0		0	0	0	0	0	0
OCM2	CCZ1B	ACH-000986	0	0	0	0	0		0	0	0	1	0	0
PLIN2	CRYAB	ACH-000986	0	0	0	0	0		0	0	0	1	0	1
RSPH6A	DMPK	ACH-000986	0	0	0	0	0		0	0	0	1	0	0
TTLL1	PACSIN2	ACH-000986	0	0	0	0	0		0	0	0	1	0	1
FRMD8	SCYL1	ACH-000724	0	0	0	0	0		0	0	0	1	0	0
MACC1	ARID2	ACH-000724	0	0	0	0	0		0	0	0	1	0	0
MBOAT1	USP7	ACH-000724	0	0	0	0	0		0	0	0	1	0	0
RPARP-AS1	SUFU	ACH-000724	0	0	0	0	0		0	0	0	0	0	0
ZNF826P	TCF12	ACH-000724	0	0	0	0	0		0	0	0	1	0	0
GCHFR	GPC6	ACH-000322	0	0	0	0	0		0	0	0	1	0	1
NMRAL1	CORO7	ACH-000322	0	0	0	0	0		0	0	0	1	0	1
APOH	MTMR3	ACH-000552	0	0	0	0	0		0	0	0	1	0	1
PRKCA	AIFM3	ACH-000552	0	0	0	0	0		0	0	0	1	1	1
PRKN	FAM120B	ACH-000552	0	0	0	0	0		0	0	0	0	0	0
PYGB	ABHD12	ACH-000552	0	0	0	0	0		0	0	0	1	0	1
SCP2	ZYG11B	ACH-000552	0	0	0	0	0		0	0	0	1	0	1
UPF2	USP6NL	ACH-000552	0	0	0	0	0		0	0	0	1	0	1
ALG14	RABEP1	ACH-000926	0	0	0	0	0		0	0	0	1	0	0
MAP3K5	MAP7	ACH-000926	0	0	0	0	0		0	0	0	1	1	0
NRDC	MRPL45P2	ACH-000926	0	0	0	0	0		0	0	0	0	0	0
CCNB1	PRKAA1	ACH-000976	0	0	0	0	0		0	0	0	1	1	1
FHIT	WDR1	ACH-000976	0	0	0	0	0		0	0	1	1	1	1
ANKIB1	DTX2P1-UPK3BP1-PMS2P11	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
DTX2P1-UPK3BP1-PMS2P11	ANKIB1	ACH-000480	0	0	0	0	0		0	0	0	0	0	0
KIAA0825	IPO11	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
PACS1	RTN3	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
PLSCR4	PLOD2	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
RBM19	ATP6V0D1	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
SDHAF3	GAREM1	ACH-000480	0	0	0	0	0		0	0	0	0	0	0
TERB2	SORD	ACH-000480	0	0	0	0	0		0	0	0	0	0	0
UBC	SCARB1	ACH-000480	0	0	0	0	0		0	0	0	1	0	0
MAEA	TMEM156	ACH-000672	0	0	0	0	0		0	0	0	1	0	1
NCOA6	PIGU	ACH-000672	0	0	0	0	0		0	0	0	1	0	0
AKR7A2	ECE1	ACH-000882	0	0	0	0	0		0	0	0	1	0	1
DLGAP4	SNAP25	ACH-000882	0	0	0	0	0		0	0	0	1	0	1
LINC01054	KDM5A	ACH-000882	0	0	0	0	0		0	0	0	0	0	0
PUS10	VRK2	ACH-000882	0	0	0	0	0		0	0	0	1	0	0
SLC16A5	WIPI1	ACH-000882	0	0	0	0	0		0	0	0	1	0	1
STK11	SSH2	ACH-000650	0	0	0	0	0		1	0	1	1	0	1
WWC3	TBL1X	ACH-000650	0	0	0	0	0		0	0	0	1	0	1
CLDN7	CTDNEP1	ACH-000966	0	0	0	0	0		0	0	0	1	0	1
TXNDC12	RAB3B	ACH-000966	0	0	0	0	0		0	0	0	1	0	1
BRD9	TPPP	ACH-000919	0	0	0	0	0		0	0	0	1	0	0
LRRC49	THSD4	ACH-000919	0	0	0	0	0		0	0	0	1	0	1
USP24	DHCR24	ACH-000919	0	0	0	0	0		0	0	0	1	0	1
ARFGAP2	OIP5-AS1	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
ASRGL1	ZNF140	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
PSMD1	ARMC9	ACH-000915	0	0	0	0	0		0	0	0	1	1	1
SAMD8	LRMDA	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
SYT3	ZNF573	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
TMOD2	MYO9B	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
ZNF383	ZNF460	ACH-000915	0	0	0	0	0		0	0	0	1	0	0
CX3CR1	SUCLG2	ACH-000569	0	0	0	0	0		0	0	0	1	0	1
GRM5	RAB30	ACH-000569	0	0	0	0	0		0	0	0	1	0	0
MTAP	FOCAD	ACH-000569	0	0	0	0	0		0	0	0	1	0	0
OPN3	USP45	ACH-000569	0	0	0	0	0		0	0	0	1	0	0
TBC1D14	TADA2B	ACH-000569	0	0	0	0	0		0	0	0	1	0	1
SNAP23	HAUS2	ACH-000396	0	0	0	0	0		0	0	0	1	0	0
ZNF593	CEP85	ACH-000396	0	0	0	0	0		0	0	0	1	0	1
ABHD17AP3	PTPN14	ACH-000620	0	0	0	0	0		0	0	0	0	0	0
C17orf77	UNK	ACH-000620	0	0	0	0	0		0	0	0	1	0	0
CRLF1	TANC1	ACH-000620	0	0	0	0	0		0	0	0	1	0	1
EVX1	SYNRG	ACH-000620	0	0	0	0	0		0	0	0	1	0	0
EXOSC3	AGAP1	ACH-000620	0	0	0	0	0		0	0	0	1	0	0
IQSEC3	WNK1	ACH-000620	0	0	0	0	0		0	0	0	1	0	0
NUP210L	DENND4B	ACH-000620	0	0	0	0	0		0	0	0	1	0	1
STRN3	AGO2	ACH-000620	0	0	0	0	0		0	0	0	1	0	1
ZSCAN5B	ZNF787	ACH-000620	0	0	0	0	0		0	0	0	1	0	0
CCDC146	FBXL13	ACH-000577	0	0	0	0	0		0	0	0	1	0	0
CYP1B1	PTPN1	ACH-000577	0	0	0	0	0		0	0	0	1	0	1
EIF3B	IQCE	ACH-000577	0	0	0	0	0		0	0	0	1	0	1
NUBPL	ARHGAP5	ACH-000577	0	0	0	0	0		0	0	0	1	0	0
SMG5	ARHGEF2	ACH-000577	0	0	0	0	0		0	0	0	1	0	1
YARS	PHC2	ACH-000577	0	0	0	0	0		0	0	0	1	0	1
CAV2	ADAM22	ACH-000476	0	0	0	0	0		0	0	0	1	0	1
CDK14	MAN2A1	ACH-000476	0	0	0	0	0		0	0	0	1	0	0
ANKRD36	MAP4K4	ACH-000217	0	0	0	0	0		0	0	0	1	0	0
CDKN2B-AS1	CDKN2A	ACH-000217	0	0	0	0	0		0	0	0	0	0	0
LINC00709	PHYH	ACH-000217	0	0	0	0	0		0	0	0	0	0	0
QTRT1	DNM2	ACH-000217	0	0	0	0	0		0	0	0	1	0	1
STK38	SRPK1	ACH-000217	0	0	0	0	0		0	0	0	1	0	1
USP54	AP1M2	ACH-000217	0	0	0	0	0		0	0	0	1	0	0
CASS4	TMEM120B	ACH-000848	0	0	0	0	0		0	0	0	1	0	0
CBFB	C16orf70	ACH-000848	0	0	0	0	0		1	0	1	1	0	1
SLCO1C1	PDE3A	ACH-000848	0	0	0	0	0		0	0	0	1	0	0
CCDC57	DUS1L	ACH-000132	0	0	0	0	0		0	0	0	1	0	0
CIZ1	FAM102A	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
CNNM4	GBP1	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
DOCK9	STK24	ACH-000132	0	0	0	0	0		0	0	0	1	0	0
EGFEM1P	JSRP1	ACH-000132	0	0	0	0	0		0	0	0	0	0	0
FANCI	THEM6	ACH-000132	0	0	0	0	0		0	0	0	1	0	0
FBP2	IRF3	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
KIAA2013	SLC35E2B	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
PPFIA3	SAMD4B	ACH-000132	0	0	0	0	0		0	1	0	1	0	1
SCAPER	KDM2A	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
TNNC1	UBE3C	ACH-000132	0	0	0	0	0		0	0	0	1	0	1
TTC34	DNAJC11	ACH-000132	0	0	0	0	0		0	0	0	1	0	0
BAHCC1	KLF5	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
C12orf54	EXOC6B	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
CCP110	VPS35L	ACH-000584	0	0	0	0	0		0	0	0	1	0	1
DNAI2	GOLPH3	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
GALNTL6	PML	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
LRRC6	FBXW11	ACH-000584	0	0	0	0	0		0	0	0	1	0	1
PFN4	ATAD2B	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
PHF3	NDUFS4	ACH-000584	0	0	0	0	0		0	0	0	1	0	1
SLC26A11	RNF213	ACH-000584	0	0	0	0	0		0	0	0	1	0	0
VEGFB	ESRRA	ACH-000584	0	0	0	0	0		0	0	0	1	1	0
ACR	CPNE2	ACH-000231	0	0	0	0	0		0	0	0	1	0	1
CMSS1	COL8A1	ACH-000231	0	0	0	0	0		0	0	0	0	0	0
GTPBP1	GRK3	ACH-000231	0	0	0	0	0		0	0	0	1	0	1
MIAT	HDHD5	ACH-000231	0	0	0	0	0		0	0	0	0	0	0
SULT4A1	HIRA	ACH-000231	0	0	0	0	0		0	0	0	1	0	1
GABRG3	HERC2P2	ACH-000793	0	0	0	0	0		0	0	0	1	0	1
LINC01153	FGFR2	ACH-000793	0	0	0	0	0		0	0	0	0	0	0
MECOM	HMCES	ACH-000793	0	0	0	0	0		0	1	1	1	1	1
SIK3	PAFAH1B2	ACH-000793	0	0	0	0	0		0	0	0	1	0	1
ULK4	CTNNB1	ACH-000793	0	0	0	0	0		0	0	0	1	0	1
ASPH	RPRD2	ACH-000259	0	0	0	0	0		0	0	0	1	0	1
CYP3A7	PTPRN2	ACH-000259	0	0	0	0	0		0	0	0	1	0	1
FOXN3	EML5	ACH-000259	0	0	0	0	0		0	0	0	1	0	1
ME2	TXNL4A	ACH-000259	0	0	0	0	0		0	0	0	1	0	1
FBXL13	DNAJC2	ACH-000250	0	0	0	0	0		0	0	0	1	0	0
GNPTG	SMG1P3	ACH-000858	0	0	0	0	0		0	0	0	1	0	0
MKL2	GNPTG	ACH-000858	0	0	0	0	0		0	0	0	1	0	1
SLC5A12	BBOX1-AS1	ACH-000858	0	0	0	0	0		0	0	0	1	0	0
TNFAIP8	HSD17B4	ACH-000858	0	0	0	0	0		0	0	0	1	0	1
CES5AP1	BCR	ACH-000265	0	0	0	0	0		0	0	0	0	0	0
COLEC10	ZNF227	ACH-000265	0	0	0	0	0		0	0	0	1	0	0
ENTHD1	PRDM15	ACH-000265	0	0	0	0	0		0	0	0	1	0	0
NRXN1	USP34	ACH-000265	0	0	0	0	0		0	0	0	1	0	1
PES1	SPIDR	ACH-000265	0	0	0	0	0		0	0	0	1	0	1
PLB1	FOSL2	ACH-000265	0	0	0	0	0		0	0	0	1	0	0
PATZ1	MN1	ACH-000631	0	0	0	0	0		0	0	0	1	0	0
POLR1D	USP12	ACH-000631	0	0	0	0	0		0	0	0	1	0	0
SPATA19	THYN1	ACH-000631	0	0	0	0	0		0	0	0	1	0	0
STPG1	KDM4A	ACH-000631	0	0	0	0	0		0	0	0	1	0	0
TTC28	ZNRF3	ACH-000631	0	0	0	0	0		0	0	0	1	0	0
ABCA13	LINC-PINT	ACH-000486	0	0	0	0	0		0	0	0	1	0	0
COLEC12	RASSF3	ACH-000486	0	0	0	0	0		0	0	0	1	0	1
LAMC1	LAMC2	ACH-000486	0	0	0	0	0		0	0	0	1	1	0
MS4A12	SMCO4	ACH-000486	0	0	0	0	0		0	0	0	1	0	0
RASSF3	THOC1	ACH-000486	0	0	0	0	0		0	0	0	1	0	0
ARNTL2	RNF115	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
C17orf78	RNF135	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
HEG1	ZNF148	ACH-000524	0	0	0	0	0		0	0	0	1	0	1
L2HGDH	NEMF	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
NLRP1	EIF5A	ACH-000524	0	0	0	0	0		0	0	0	1	0	1
PARP6	MYO9A	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
SLC5A12	BBOX1-AS1	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
ZBTB4	MINK1	ACH-000524	0	0	0	0	0		0	0	0	1	0	0
ZNF132	DHX34	ACH-000524	0	0	0	0	0		0	0	0	1	0	1
ATP13A4	MB21D2	ACH-000823	0	0	0	0	0		0	0	0	1	0	0
CDC20B	MIER3	ACH-000823	0	0	0	0	0		0	0	0	1	0	0
CLDN1	MKL1	ACH-000823	0	0	0	0	0		0	0	0	1	0	1
DAPK1	PUS7L	ACH-000823	0	0	0	0	0		0	0	0	1	1	1
EP300	XPNPEP3	ACH-000823	0	0	0	0	0		1	1	1	1	1	1
ERP29	HCG17	ACH-000823	0	0	0	0	0		0	0	0	1	0	1
PRDX1	TESK2	ACH-000823	0	0	0	0	0		0	0	0	1	0	1
TRIM54	WDR43	ACH-000823	0	0	0	0	0		0	0	0	1	0	0
ZNF706	PVT1	ACH-000823	0	0	0	0	0		0	0	0	1	0	1
ERP29	ABCB9	ACH-000855	0	0	0	0	0		0	0	0	1	0	1
SLC25A13	HM13	ACH-000855	0	0	0	0	0		0	0	0	1	0	1
SLC35A1	TSHZ2	ACH-000855	0	0	0	0	0		0	0	0	1	0	0
SND1	PDE8A	ACH-000855	0	0	0	0	0		0	0	1	1	0	0
EP300	DHX9	ACH-000693	0	0	0	0	0		1	1	1	1	1	1
KPNA7	SMURF1	ACH-000693	0	0	0	0	0		0	0	0	1	0	0
LRRC37B	SMURF2P1	ACH-000693	0	0	0	0	0		0	0	0	1	0	0
NXN	ABR	ACH-000693	0	0	0	0	0		0	0	0	1	0	1
PRKDC	MCM4	ACH-000693	0	0	0	0	0		0	0	0	1	0	1
AGO2	PTK2	ACH-000873	0	0	0	0	0		0	0	0	0	0	0
ARMC4	ARHGAP21	ACH-000873	0	0	0	0	0		0	0	0	1	0	0
ASAP1	FAM49B	ACH-000873	0	0	0	0	0		0	0	0	1	0	0
ASIP	PWP2	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
CREBL2	APOLD1	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
DNAH14	EDEM2	ACH-000873	0	0	0	0	0		0	0	0	1	0	0
FA2H	GLG1	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
GALNT1	FHOD3	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
HOOK3	HGSNAT	ACH-000873	0	0	0	0	0		0	0	1	1	0	0
INSL4	RCL1	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
INTS14	SMPD4P1	ACH-000873	0	0	0	0	0		0	0	0	0	0	0
OVOL1	PACS1	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
SIN3A	MAN2C1	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
TRIP13	INPP4A	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
UBE3C	DNAJB6	ACH-000873	0	0	0	0	0		0	0	0	1	0	1
BIRC2	DYNC2H1	ACH-000809	0	0	0	0	0		0	0	0	1	1	1
CA8	RBL1	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
CARD17	SHANK2	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
CDK17	NTN4	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
COMMD4	FBXO22	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
CPT1A	GSTP1	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
DNAL1	CUL5	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
DNER	GIGYF2	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
DPP3	ATM	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
DYNC2H1	UVRAG	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
EYS	UBE2M	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
FGF3	SHANK2	ACH-000809	0	0	0	0	0		0	0	0	1	1	0
MSH5	C6orf48	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
PELI3	UVRAG	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
PRIM2	NLK	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
PTPN9	GLCE	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
RAB1A	ACTR2	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
SHANK2	KMT5B	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
STOM	CDK5RAP2	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
SULF2	ZMYND8	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
THBD	RNF170	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
ULK4	OSBPL1A	ACH-000809	0	0	0	0	0		0	0	0	1	0	1
UVRAG	TRIM29	ACH-000809	0	0	0	0	0		0	0	0	1	0	0
WNT11	GDPD5	ACH-000809	0	0	0	0	0		0	0	0	1	1	0
GAS5	PAX9	ACH-000865	0	0	0	0	0		0	0	0	0	0	1
IQCH	SMAD3	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
ITGB1	NRP1	ACH-000865	0	0	0	0	0		0	1	0	1	1	1
KRT86	PXN	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
ME1	MYO6	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
MYLK3	VPS35	ACH-000865	0	0	0	0	0		0	0	0	1	0	0
NFATC2IP	ABCC1	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
PALM	POLRMT	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
PPP4R1	DLGAP1	ACH-000865	0	0	0	0	0		0	0	0	1	0	1
RETREG1	MYO10	ACH-000865	0	0	0	0	0		0	0	0	0	0	0
SCNM1	PIP5K1A	ACH-000865	0	0	0	0	0		0	0	0	1	0	0
SRR	VPS53	ACH-000865	0	0	0	0	0		0	0	0	1	0	0
XXYLT1	ACAP2	ACH-000865	0	0	0	0	0		0	0	0	1	0	0
AKR1C8P	AKR1C3	ACH-000824	0	0	0	0	0		0	0	0	0	0	0
ELP1	MRRF	ACH-000824	0	0	0	0	0		0	0	0	0	0	0
GRIN2D	GRWD1	ACH-000824	0	0	0	0	0		0	0	0	1	0	0
HACD3	DPP8	ACH-000824	0	0	0	0	0		0	0	0	0	0	0
LINC01016	ZC3H11A	ACH-000824	0	0	0	0	0		0	0	0	0	0	0
MRPL48	GLI3	ACH-000824	0	0	0	0	0		0	0	0	1	0	1
MRRF	ELP1	ACH-000824	0	0	0	0	0		0	0	0	1	0	1
ARFGEF2	CSE1L	ACH-000637	0	0	0	0	0		0	0	0	1	0	1
CEP170	AKT3	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
GINS3	CUX1	ACH-000637	0	0	0	0	0		0	0	0	1	0	1
HCN1	TUBGCP3	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
HHLA2	TAF4	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
INTS1	TNS3	ACH-000637	0	0	0	0	0		0	0	0	1	0	1
KRT17P2	PGS1	ACH-000637	0	0	0	0	0		0	0	0	0	0	0
LINC01381	CDC42EP3	ACH-000637	0	0	0	0	0		0	0	0	0	0	0
MIB2	HIP1	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
MYH15	SS18L1	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
PSPH	CCT6A	ACH-000637	0	0	0	0	0		0	0	0	1	0	1
RPN2	SRC	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
SEPT4	MTMR4	ACH-000637	0	0	0	0	0		0	0	0	1	0	1
SLC43A2	PITPNA	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
STN1	SH3PXD2A	ACH-000637	0	0	0	0	0		0	0	0	0	0	0
VSTM2A	CABIN1	ACH-000637	0	0	0	0	0		0	0	0	1	0	0
C9orf3	MIR205HG	ACH-000784	0	0	0	0	0		0	0	0	1	0	0
CBX3	HNRNPA2B1	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
FAM96A	CSNK1G1	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
GCM1	ZCCHC11	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
PAIP1	LSM12	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
RIC1	KDM4C	ACH-000784	0	0	0	0	0		0	0	0	0	0	0
SUCLG2	TRMT10C	ACH-000784	0	0	0	0	0		0	0	0	1	0	0
SVIL	ARHGAP21	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
TSC22D1	ARHGEF7	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
WWP2	NFAT5	ACH-000784	0	0	0	0	0		0	0	0	1	0	1
MTAP	CDKN2B-AS1	ACH-000596	0	0	0	0	0		0	0	0	1	0	0
TMEM59L	CRTC1	ACH-000596	0	0	0	0	0		0	0	0	1	0	0
SPOCK2	IMMT	ACH-000769	0	0	0	0	0		0	0	0	1	0	1
AFG3L1P	FBRS	ACH-000819	0	0	0	0	0		0	0	0	0	0	0
CES5AP1	AHRR	ACH-000819	0	0	0	0	0		0	0	0	0	0	0
CPPED1	CMTM4	ACH-000819	0	0	0	0	0		0	0	0	1	0	1
CYB5B	NUP93	ACH-000819	0	0	0	0	0		0	0	0	1	0	1
DPEP1	UNKL	ACH-000819	0	0	0	0	0		0	0	0	1	0	1
NR4A3	STX17	ACH-000819	0	0	0	0	0		0	0	1	0	0	1
RAB11FIP3	TSC2	ACH-000819	0	0	0	0	0		0	0	0	1	0	0
RBFOX1	FTO	ACH-000819	0	0	0	0	0		0	0	0	1	0	1
ULK1	PUS1	ACH-000819	0	0	0	0	0		0	0	0	1	0	1
HSD17B4	TNFAIP8	ACH-000176	0	0	0	0	0		0	0	0	1	0	1
NME2	CDH4	ACH-000176	0	0	0	0	0		0	0	0	1	0	1
ACOT7	NOL9	ACH-000252	0	0	0	0	0		0	0	0	1	0	1
PRKAR1B	COX19	ACH-000252	0	0	0	0	0		0	0	0	1	1	0
